hex_id,lcz,svf,plan_area,wall_area_m2,height
54578,12,0.91596620721,375.3917344719,660.4340793705339,5.123333333333334
54579,14,0.998420954473,74.3469299908,132.41288192036,3.8
54580,14,0.997666953951,0.0,0.0,0.0
54581,14,0.983767282252,0.0,0.0,0.0
54582,14,0.990533111549,137.252375975,287.21228107248,6.08
54583,14,0.960860998637,0.0,0.0,0.0
54584,6,0.895247997505,11611.3339324649,17777.910625729,5.379423076923077
54585,6,0.89173983177,14262.88831205002,21033.877582625595,5.060694444444445
54586,6,0.954222313212,4206.545488839678,6510.290651050027,5.632
54587,6,0.968542905903,4632.41062234396,7478.270111550523,4.890333333333333
54588,6,0.870984543298,12077.92098122324,20405.759085224694,5.41859375
54589,6,0.890706728236,14745.9341427746,21430.488205513666,5.521451612903226
54590,6,0.873991036113,12946.00714482262,20850.765790522455,5.8649180327868855
54591,6,0.884417638699,15495.14571827812,26693.08825980544,6.441714285714286
54592,6,0.893408564092,10194.518559283773,18067.858832197973,6.551041666666666
54593,6,0.918695822573,10903.1049105069,14231.641631903454,5.847837837837838
54594,6,0.885117684816,6120.244487620137,10758.631221428293,6.41030303030303
54595,6,0.904117177003,13783.15908910289,22217.319183079664,5.473684210526316
54596,6,0.898985959206,12558.403662702509,21558.858574572296,6.214901960784314
54597,6,0.889458166768,10152.062258587639,16414.81675301268,5.5824
54598,6,0.892040796008,7499.1097733529905,12500.12933549276,5.514418604651163
54599,6,0.918455239177,4335.45796171833,6772.3451747273175,4.863666666666666
54600,6,0.902680393411,12166.14665816611,18552.841925449713,5.134444444444445
54601,9,0.95291621115,4975.001988357113,6266.823132629577,4.665652173913044
54602,6,0.949627554257,5131.5813666277,9203.792169299655,6.62952380952381
54603,6,0.907546684942,13357.9712208529,21393.361601490367,5.918035714285715
54604,6,0.876445753402,13301.952409447373,23969.211267213275,6.134307692307693
54605,6,0.878085924917,14207.9927648973,28352.180965189138,7.26
54606,8,0.880175596572,9028.609801322731,17904.786889799318,6.507142857142857
54607,12,0.957574300965,2574.702660122,3296.3692236066954,8.24
54608,12,0.952586603043,3350.36872116633,6060.592310030711,6.064666666666667
54609,6,0.908700798062,14398.61924572358,20790.643601280477,5.797058823529412
54610,6,0.904117969527,12925.952084369805,19727.970593206635,5.470000000000001
54611,6,0.918642233864,8285.91886858956,15319.355179923117,6.52225
54612,6,0.887870691267,13674.24534391815,23991.65414075156,6.198382352941176
54613,6,0.921186495634,6807.984871053203,11649.083438639096,5.069756097560976
54614,6,0.927017163283,6686.162106394355,11544.558017413297,5.368888888888889
54615,12,0.916879983842,0.0,0.0,0.0
54616,12,0.922196754349,0.0,0.0,0.0
54617,12,0.919200477405,0.0,0.0,0.0
54618,14,1.0,0.0,0.0,0.0
54619,14,1.0,0.0,0.0,0.0
54620,14,0.99918471613,0.0,0.0,0.0
54621,12,0.998792371737,46.540914181,61.617807481084,3.16
54622,14,0.998967886566,0.0,0.0,0.0
54623,14,1.0,0.0,0.0,0.0
54624,14,1.0,0.0,0.0,0.0
54625,14,1.0,0.0,0.0,0.0
54626,14,0.999482467361,0.0,0.0,0.0
54627,14,0.947288075535,0.0,0.0,0.0
54628,9,0.91928367709,0.0,0.0,0.0
54629,14,0.969342444973,973.83473567,1920.6423891108482,8.16
54630,14,0.926730472307,488.79653849749997,920.774501441202,4.7075
54631,14,0.986309661819,0.0,0.0,0.0
54632,14,0.993867252295,0.0,0.0,0.0
54633,14,0.966055857509,0.0,0.0,0.0
54634,14,0.961509569375,0.0,0.0,0.0
54635,12,0.913016130745,0.0,0.0,0.0
54636,12,0.895433903015,0.0,0.0,0.0
54637,14,0.981285345307,113.703831503,222.18957756432,4.8
54638,14,0.991924007915,0.0,0.0,0.0
